	Total	separated						mainNot						exportNot						
		Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	
candy.movies.online	8	6	4	4	4	1	1	7	6	6	6	1	1	6	5	5	5	0	0	
com.exlivinapps.bbcnewschannelliveappradioplayeruk	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
fm.radio.mobile.android.morroco	2	2	2	0	2	0	0	1	1	0	1	0	0	1	1	0	1	0	0	
com.andromo.dev341420.app411281	6	6	1	1	6	6	1	5	5	5	5	5	5	4	3	3	4	4	2	
com.subsplash.thechurchapp.s_MHQ94H	36	15	36	36	30	28	5	30	35	35	33	33	28	24	29	29	27	27	23	
com.playermusic.musicplayerapp	19	8	19	19	3	7	4	18	18	18	17	17	15	13	13	13	11	12	10	
org.joa.zipperplus7	213	213	213	213	121	152	20	212	212	212	150	164	86	183	183	183	121	136	66	
com.magic.paint.pixel.art.color.by.number	33	17	33	33	31	25	20	26	32	32	32	30	24	19	26	26	25	24	18	
com.radha.swami.ji	14	4	3	3	3	3	0	13	3	3	3	3	3	11	1	1	1	1	1	
com.bottlegames.sniper3d	7	7	7	7	7	7	7	6	6	6	6	6	6	5	5	5	5	5	5	
com.campmobile.android.moot	131	14	131	131	131	131	13	56	130	130	130	130	107	40	115	115	115	115	67	
com.albarakat.scooby_doo_cartoon_video_film_comedy_atfal_rossom_motaharika	5	1	5	5	3	1	0	3	4	4	4	1	1	3	4	4	4	1	1	
com.medicinex.Kidney	6	6	6	6	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	
com.laslilas.swstudent	33	9	33	33	31	22	13	23	32	32	32	22	22	21	30	30	30	20	20	
com.sinasoft.quranonline	6	1	1	1	0	0	0	5	1	1	0	0	0	5	1	1	0	0	0	
com.shisha	22	12	22	22	22	22	7	15	21	21	21	21	11	13	17	17	17	17	9	
com.elep.froze.juicubewt	35	11	35	35	22	29	3	30	34	34	33	32	27	13	30	30	28	28	10	
co.shield.zwfea	207	207	207	207	172	207	29	206	206	206	206	206	202	186	186	186	186	186	171	
com.smartek.varadhi.patashalaerp	77	25	77	77	72	42	24	74	76	76	76	76	59	74	76	76	76	76	59	
com.mobileiron.anyware.android	74	33	74	74	46	67	74	51	73	73	73	73	73	33	53	53	53	53	53	
gallery.photomanager.picturegalleryapp.imagegallery	24	10	24	24	24	24	6	23	23	23	23	23	18	18	22	22	22	22	17	
br.com.winker.wl.apice	8	8	8	4	8	8	3	7	7	7	7	7	7	4	4	4	4	4	2	
com.microsoft.mahjong	13	9	13	13	9	11	6	11	12	12	11	11	11	8	10	10	8	9	8	
com.phorest.zaneedwardsalon	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
kenneth.fundmanager	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	
nl.firstelement.ibi	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	
the.sanmobapps.android.civilcompletegateexam	54	19	50	54	51	54	16	53	53	53	53	53	29	28	48	49	48	49	24	
naveen.dailyfinanceexpenses	29	8	5	4	3	8	2	8	28	6	28	8	6	2	21	1	20	2	0	
com.moviles4getb	49	49	49	49	49	49	49	48	48	48	48	48	48	47	47	47	47	47	47	
com.subsplash.thechurchapp.s_J7WCTD	34	12	34	34	31	27	2	30	33	33	33	32	27	24	27	27	27	26	22	
com.evensoftware.fwkimages.funnyjokes	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.quickcode.holihdphotoframes.vq4	7	2	0	0	2	0	1	4	0	0	2	2	1	4	0	0	2	2	1	
bestvalleygames.turningvalley	9	9	5	5	7	7	7	8	7	7	7	7	7	4	2	2	3	3	3	
com.asemob.radioapp.Poland	6	6	6	2	6	4	1	5	5	5	5	4	1	5	5	5	5	4	1	
com.neon.headphone.hd.lwp	5	3	1	1	3	2	2	3	2	2	3	2	2	2	1	1	2	1	1	
com.optimal.strategy.trojanhorse	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.win.ceritarakyatindonesia	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.sunmediasoft.videogames	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.fbsapp56.Maloom.Number	19	2	19	19	19	2	2	2	18	18	18	2	2	2	18	18	18	2	2	
com.tvneo	25	2	19	19	21	25	3	24	24	24	24	24	7	24	24	24	24	24	7	
cn.com.vau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
appinventor.ai_lusaheva.Traductor	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.allvins.android.FiveDialer	3	3	3	3	3	3	0	2	2	2	2	2	0	2	2	2	2	2	0	
eplusmoment.ds.dfd	7	0	0	0	1	1	0	0	0	0	6	6	0	0	0	0	0	0	0	
com.WikiReZon.OdvutPremerGolpo	2	2	2	2	2	2	2	1	1	1	1	1	1	0	0	0	0	0	0	
com.thunder_media_games.dragon.fire.war.arcade.adventure.aim.attack.defend.collect.archer.wizard.free_game	4	4	4	4	4	4	4	3	3	3	3	3	3	1	1	1	1	1	1	
com.netpulse.mobile.creekbridgefitness	150	54	150	150	119	150	33	149	149	149	149	149	119	73	140	140	138	140	111	
com.a10971762835055b982e08827a.a09553500a	5	3	1	1	5	5	0	4	4	4	4	4	4	4	4	4	4	4	4	
com.medianet.i19	8	8	8	8	8	8	8	7	7	7	7	7	7	7	7	7	7	7	7	
com.yourappland.toyotahonduras	8	8	8	8	8	8	3	7	7	7	7	7	7	5	5	5	5	5	3	
roche.checkersgame	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.fnlnetwork	8	6	2	8	8	3	1	7	4	7	7	5	4	7	4	7	7	5	4	
com.CVdev.InstantEffectCamera	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.jethrosbbq.app	6	6	3	6	6	6	2	5	5	5	5	5	5	2	2	2	2	2	0	
com.survgames.survivalisland	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.appreka.mycoop	48	23	48	48	12	13	9	47	47	47	47	47	12	47	47	47	47	47	12	
com.tearn.ks5	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.bluecurrant.android	13	13	2	13	6	13	2	12	12	12	12	12	12	12	12	12	12	12	12	
com.andromo.dev601172.app657731	8	0	8	8	8	8	1	5	7	7	7	7	6	5	7	7	7	7	6	
tw.com.hostingservice24.emay_app	15	15	13	13	15	15	13	14	14	14	14	14	14	14	14	14	14	14	14	
dk.amproduction.rebild	21	6	8	21	17	10	2	20	19	20	20	19	18	20	19	20	20	19	18	
com.oef.keybook.mathclass10	23	19	23	23	21	19	14	19	22	22	22	19	19	15	17	17	17	15	14	
com.tratao.xcurrency	17	10	17	17	12	12	9	10	16	16	14	14	12	6	12	12	10	10	10	
com.wsamsungweb_6659603	62	49	62	62	53	59	20	52	61	61	59	59	51	40	48	48	46	46	30	
com.mg.thorfrequencylist	21	21	21	21	21	21	19	20	20	20	20	20	20	7	7	7	7	7	7	
cn.dreamjet.newplanet.android	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.mercato.order	6	6	6	6	6	6	4	5	5	5	5	5	5	2	2	2	2	2	1	
com.thevitalitygroup.manulife	36	34	36	36	36	36	8	35	35	35	35	35	26	26	26	26	26	26	17	
learnenglish.baby_kids	9	2	9	9	1	1	0	8	8	8	1	1	1	7	7	7	0	0	0	
com.skrsoft.asiacup18	14	0	12	12	12	0	0	0	12	12	12	0	0	0	12	12	12	0	0	
air.ar.com.ilmaregames.bubblerFree	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.zingfit.SpinCity_Massapequa	7	7	7	7	7	7	3	6	6	6	6	6	6	4	4	4	4	4	3	
games.wawa	157	95	157	157	145	157	89	146	156	156	156	156	147	122	134	134	133	134	123	
air.Ganaysa.PlayMathGames	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.pablocesar.vork	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.barrydev.jumpingsheepfarm	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.virtualinfocom.buroangla	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.graylabproductions.PandemicSim	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	
com.neoxonika.puzzlesanimals	11	7	7	11	6	6	6	7	7	10	8	6	6	4	4	7	5	3	3	
com.infinum.vzajemna	50	13	50	50	15	17	12	49	49	49	49	49	37	45	45	45	42	45	32	
com.soomigame.idlechess	22	13	22	22	22	22	9	21	21	21	21	21	21	20	20	20	20	20	20	
com.halfapp.wordrefresh	2	2	2	2	0	2	0	1	1	1	0	1	0	1	1	1	0	1	0	
com.kitob.rich_child	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.IceSky.bongo_cat_duels	61	34	61	61	51	61	35	60	60	60	60	60	60	49	52	52	49	52	47	
net.HueMonuments.imappark	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.ac.plus	19	4	1	19	19	1	0	18	3	18	18	4	4	18	3	18	18	4	4	
com.pacorubio.girosnecesitanapp	44	14	44	44	34	39	10	34	43	43	41	41	33	22	37	37	34	35	23	
com.misonicon.DogWhistle	7	6	2	7	6	7	1	6	3	6	6	6	3	5	2	5	5	5	2	
com.snailgameusa.kingdomwarriors	7	6	7	7	6	7	1	6	6	6	6	6	4	4	4	4	4	4	2	
com.handydiarywithpassword	10	6	5	5	8	5	5	6	5	5	8	6	6	6	5	5	8	6	6	
com.medicineapp	13	13	13	13	13	13	13	12	12	12	12	12	12	5	5	5	5	5	5	
net.peakgames.mobile.canakokey.android	30	25	30	30	30	30	15	26	29	29	29	29	28	20	23	23	23	23	19	
com.superfanu.bryantbulldogrewards	13	11	5	5	8	9	1	12	7	7	10	9	5	10	4	4	8	7	2	
com.pavahainc.rainbowoverlay	9	3	9	1	7	1	0	8	8	8	7	1	0	8	8	8	7	1	0	
com.msusi.vendor	13	13	13	13	13	13	3	12	12	12	12	12	12	9	9	9	9	9	7	
com.doordesignideas.tasukiapp	21	16	8	21	16	14	3	20	16	20	20	17	16	17	11	17	17	14	9	
com.biaolmedomodas.playtienda	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.srishtis.aggregatorapp	27	2	1	1	2	1	0	26	12	12	26	6	6	26	12	12	26	6	6	
com.radiolight.guatemala	13	13	6	13	10	13	6	12	11	12	12	12	10	9	8	9	8	9	7	
com.ventev	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
io.echurch.cgagcasagrande	9	9	4	4	9	7	3	8	8	8	8	8	8	3	2	2	3	3	1	
br.com.app.gpu1893106.gpuc0273d6ac3519f8fb56602461d079fc9	19	19	19	19	18	19	13	18	18	18	18	18	18	17	17	17	17	17	17	
com.worldmanager.sanchurro	5	2	5	5	5	5	2	3	4	4	4	4	2	1	2	2	2	2	0	
com.bmw.remote	29	29	4	29	27	27	2	28	28	28	28	28	16	27	27	27	27	27	16	
com.bugmf48962.freetvbraziltelevisionguide	45	14	45	45	35	40	10	35	44	44	42	42	34	23	38	38	35	36	26	
com.nobexinc.wls_64612593.rc	31	17	10	31	22	31	12	23	15	30	29	30	17	16	15	23	21	23	9	
jgd.shival.chadda.sheroshayari	74	15	74	74	14	14	14	73	73	73	73	73	73	73	73	73	73	73	73	
gameclub.fireballse	13	5	13	13	13	13	2	6	12	12	12	12	10	4	10	10	10	10	8	
com.simulatecalling.from.ryantoysreview	44	21	39	44	42	44	15	33	43	43	43	43	34	29	39	39	39	39	27	
com.shpock.android	83	28	83	83	82	71	8	82	82	82	82	82	81	72	76	76	76	76	21	
com.noelloo.shelfish	2	2	2	2	2	2	0	1	1	1	1	1	0	1	1	1	1	1	0	
com.KayTxApps.SlimeBlockRobotsMCPE	2	2	2	2	2	2	2	1	1	1	1	1	1	0	0	0	0	0	0	
com.bromiumdev.dardshayari	15	9	6	15	9	6	2	14	9	14	9	9	4	13	8	13	8	8	3	
com.languagedrops.drops.learn.learning.speak.language.hindi.devanagari.words	31	24	31	31	29	31	8	30	30	30	30	30	30	23	23	23	23	23	20	
com.DiegoDelaVega.VirusSlayer	6	6	6	6	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	
jp.co.heibonsha.app.nara_koyomi	11	9	9	9	7	11	5	10	10	10	9	10	9	8	8	8	7	9	7	
com.ViolinTuner.Think	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.brastelremit	5	5	5	5	5	5	5	4	4	4	4	4	4	2	2	2	2	2	2	
com.hbg.Preschoolkids.seafirstwords	7	7	7	7	7	7	3	6	6	6	6	6	3	5	5	5	5	5	2	
com.gmidgeleyjja.cltfm	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.app.app1792028d7af6	57	29	57	57	30	27	7	53	56	56	55	29	17	45	48	48	47	23	14	
com.vzcreations.lightignite	19	17	19	19	17	19	10	18	18	18	18	18	18	14	14	14	14	14	14	
com.superherowallpaper.ridhoapp	25	18	25	25	14	13	2	24	24	24	16	13	14	21	21	21	13	10	8	
com.atoz.alberteinsteinquotes	5	3	1	1	1	1	0	4	4	4	2	2	1	4	4	4	2	2	1	
com.awalkthroughguides.walking	21	7	5	21	9	8	1	15	8	20	19	19	7	12	7	18	16	16	2	
com.mb.android	12	10	5	12	7	6	2	11	11	11	11	8	3	7	7	7	7	5	0	
com.gau.go.launcherex.theme.com.LEVEL.ONE	6	3	1	1	1	2	1	4	3	3	4	4	2	1	0	0	1	1	0	
com.kidsfruitlearning	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
cz.anywhere.roxy	17	17	3	17	10	15	5	16	16	16	16	15	13	9	6	9	9	8	5	
com.rjd.sipplanner	13	6	4	4	13	4	4	12	4	4	12	4	4	12	4	4	12	4	4	
com.mobify.timesmusic.bollywood_hit_songs_hit_songs	18	11	3	18	7	8	1	17	16	17	17	12	3	7	6	11	11	7	3	
com.hellohealthy.SonomaHillApartments	7	7	5	5	7	7	7	6	6	6	6	6	6	3	3	3	3	3	3	
com.EUROTRADE.magazine.APRIL2012	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.gwings.se40	13	9	0	0	4	3	3	12	9	9	10	10	10	7	1	1	3	2	2	
com.ubik.mobileapp	5	3	3	3	3	5	3	4	4	4	4	4	4	0	0	0	0	1	0	
com.concapps.statensport	13	13	13	13	13	13	13	12	12	12	12	12	12	11	11	11	11	11	11	
jp.komakuro.book3	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.hadihashem.DailyPrayerTime	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
lyrebird.moviemaker.garba.navratrimoviemaker	33	17	33	33	29	19	7	19	32	32	32	19	17	16	29	29	29	16	11	
com.zerista.mineentra	36	8	4	36	29	21	4	28	20	35	35	35	15	21	17	26	23	23	10	
ke.co.malezi.chemshabongo	26	15	26	26	22	6	4	20	25	25	24	11	11	16	20	20	19	7	7	
com.stations.radioAlbania	41	32	40	41	39	39	21	32	40	40	40	39	34	27	33	33	33	32	27	
in.androidapplicationdotin.lovercall	2	2	0	0	2	0	0	1	0	0	1	0	0	1	0	0	1	0	0	
com.bidatingapp.bisexualdatingsite	3	3	1	1	3	1	1	2	1	1	2	1	1	2	1	1	2	1	1	
com.connectsupervistaapp	12	1	12	12	10	10	1	10	11	11	10	10	10	3	9	9	9	9	8	
photoappzone.gif.kissescolletion	7	1	7	7	7	7	2	2	6	6	6	6	1	2	6	6	6	6	1	
lv.HoursOfService	48	34	48	48	46	48	2	43	47	47	46	47	14	36	40	40	39	40	9	
com.subsplash.thechurchapp.gracefellowship	39	15	39	39	35	32	5	35	38	38	38	37	32	28	31	31	31	30	26	
com.hardboxplay.spacer	7	7	7	7	7	7	7	6	6	6	6	6	6	5	5	5	5	5	5	
io.apptizer.standalone.pkgBIZ_1nq4dack3a9	46	24	42	46	42	41	3	38	45	45	45	45	17	31	38	39	38	39	10	
com.hb9d07d7bde2.www	17	17	17	17	15	17	11	16	16	16	16	16	16	9	9	9	8	9	6	
com.smash.superr.bros.world	32	23	32	32	31	32	27	31	31	31	31	31	31	27	27	27	27	27	27	
com.nuance.nmdp	73	16	73	73	16	23	1	72	72	72	29	30	15	22	67	67	21	25	13	
net.lottery.florida	5	5	5	5	5	5	1	4	4	4	4	4	2	3	3	3	3	3	1	
com.calendar.japan.AOUZGDFXDKDBKRTH	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.TNL.antwork	52	36	46	52	39	42	25	42	51	51	51	45	35	35	42	43	37	37	28	
com.BigBawb.coin	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.wemakestuff.redditinpictures	7	7	5	5	7	7	0	6	6	6	6	6	5	6	6	6	6	6	5	
com.vladivostok.BoliviaJigsawPuzzles	74	39	74	74	72	74	36	62	73	73	73	73	67	52	63	63	63	63	46	
quran.tilawatequran.SheikhNaifalfaisal	19	12	19	19	19	13	3	15	18	18	18	18	17	14	17	17	17	17	16	
com.anipt.lwptyrannosaurusrex	10	7	7	7	7	6	1	10	10	10	10	10	10	6	6	6	6	6	2	
com.vivacash.sadad	37	11	37	37	35	37	6	34	36	36	36	36	33	32	35	35	34	35	31	
pro.huobi	153	153	153	153	125	147	40	152	152	152	151	151	117	129	129	129	128	128	89	
it.annabozzi.christmaswallpapers	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.codelabs.centrocomercialplazaimperial	10	8	8	10	8	10	4	9	9	9	9	9	9	7	7	7	7	7	6	
com.wRadioRapMalien	17	17	10	11	14	15	7	16	15	15	16	15	10	12	11	11	12	11	7	
com.toguna.app	44	26	44	44	22	43	9	43	43	43	43	43	22	39	39	39	39	39	17	
com.XRHealth.VRPortalControl	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.jasonapp.smoothradiolive1022fmukradiosmoothfmapp	18	12	18	18	15	13	3	12	17	17	15	14	4	9	14	14	12	11	2	
com.mangoappst.zebralivewallpaper	32	27	18	32	26	26	15	30	20	31	28	31	28	23	18	24	20	24	20	
com.ekcsoft.japaneseconversations	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.relax.antistressmusic	3	3	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	
com.lonk.whitneyhoustonsong	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.smaks.cheackapp.apk.pomegranate	9	9	1	1	6	9	1	8	6	6	8	8	6	5	2	2	5	5	2	
com.dlmakerkit	26	11	26	26	11	13	9	25	25	25	17	17	17	24	24	24	16	16	11	
tz.spvAfrica.tdc	7	3	0	0	2	2	2	3	1	1	2	2	2	3	1	1	2	2	2	
com.triactivemedia.rugbyleagueworld	32	12	32	32	31	32	2	25	31	31	31	31	19	18	26	26	26	26	9	
com.sleb.DortmundLiederBvB	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.heptasolutions.tictactoe	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.owustay.followersinsight	28	17	28	28	28	28	12	25	27	27	27	27	24	22	24	24	24	24	18	
kr.smartorder.krcc	13	10	5	5	8	4	2	12	10	10	10	4	3	11	10	10	10	4	3	
com.etop.bvf	12	4	1	12	7	3	1	11	3	11	9	8	-1	11	3	11	9	8	-1	
com.midnight.femalebodyguide	5	1	0	0	0	0	0	4	4	4	0	4	4	4	4	4	0	4	4	
com.TOP_App	10	3	1	1	3	2	1	9	2	2	9	2	2	9	2	2	9	2	2	
com.publish88.bbmundo	9	9	7	7	7	9	7	8	8	8	8	8	8	7	6	6	6	7	6	
com.momequlop.uangkretea	10	10	8	8	10	4	4	9	8	8	9	8	8	8	7	7	8	7	7	
com.ipomo.sfgc	82	82	82	82	68	78	18	81	81	81	77	78	-18	78	78	78	73	75	-20	
au.com.meetmefreedatingapp.meetmefreedatingappandroid	10	2	1	10	1	1	1	2	1	9	1	1	0	1	1	8	1	1	0	
io.cozy.drive.mobile	3	3	3	3	3	3	1	2	2	2	2	2	2	0	0	0	0	0	0	
com.rb.rocketbook	24	9	24	24	20	15	7	16	23	23	23	23	13	11	18	18	18	18	6	
com.roboxy.leavesanalogclocklivewallpaper	11	2	0	0	1	1	0	9	2	2	2	2	2	8	1	1	1	1	1	
com.suvorov.da_en	3	3	3	3	3	0	0	2	2	2	2	0	0	2	2	2	2	0	0	
com.aarudhra.windenergy	3	3	1	1	3	0	0	2	1	1	2	0	0	2	1	1	2	0	0	
com.gootax.estaxi	53	32	53	53	41	30	11	52	52	52	52	34	23	40	44	44	43	27	13	
com.appmk.book.AOVDMEHCGQBABIJDN	9	9	9	9	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	
air.jp.co.studio.arcana.RegWoosh	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.zerista.mapic	33	10	9	33	29	26	7	31	27	32	32	31	22	22	20	23	22	21	16	
fun.podcastworld.gtm	27	16	27	27	23	27	12	25	26	26	26	26	24	19	20	20	20	20	18	
com.wedbox.planning	13	9	13	13	11	13	5	11	12	12	12	12	11	7	8	8	7	8	6	
com.vestel.mobileassistant	9	7	9	9	9	5	4	7	8	8	8	5	5	7	8	8	8	5	5	
fr.playsoft.lefigarov3	51	33	51	51	45	48	20	50	50	50	50	50	32	36	38	38	37	37	22	
com.musicplayer.mp3player.media.musicplayer2020	53	31	53	53	51	50	14	39	52	52	52	52	25	33	48	48	48	48	21	
apps.carphotoeditor.walkonfire	17	9	9	17	10	7	7	16	16	16	16	7	7	16	16	16	16	7	7	
com.nafham.education	26	16	11	26	11	11	3	21	19	25	20	20	17	16	14	21	15	16	12	
com.amirasaraf.colonymanager	37	6	37	37	37	37	7	34	36	36	36	36	9	34	36	36	36	36	9	
com.dnd.bee	4	4	4	4	4	4	2	3	3	3	3	3	2	3	3	3	3	3	2	
com.arcadeh.CrazyDentist	14	14	11	11	11	14	9	13	11	11	12	13	9	13	11	11	12	13	9	
com.sanganhurip.pantununtukguruterbaru	22	22	14	22	15	14	7	21	21	21	21	21	19	19	19	19	19	19	14	
dk.saseco.esbjerg_forsyning	9	9	1	1	1	1	0	8	1	1	1	1	0	8	1	1	1	1	0	
com.woonivers.app	17	17	17	17	17	17	5	16	16	16	16	16	16	12	12	12	12	12	9	
com.nttsolmare.game.android.biref	20	14	10	20	15	16	9	19	16	19	17	17	14	14	11	14	12	12	9	
com.shvagerfm.bestronger	7	7	7	7	7	7	5	6	6	6	6	6	6	4	4	4	4	4	3	
com.phantm.phantmapp	37	25	37	37	33	37	18	34	36	36	36	36	29	27	29	29	29	29	22	
com.cheaptickets	79	79	79	79	75	79	48	78	78	78	78	78	68	66	66	66	66	66	52	
de.auenickelodeon.android	25	12	25	25	23	25	19	12	24	24	24	24	24	11	22	22	22	22	22	
com.wifilink.android	22	13	22	22	22	22	4	21	21	21	21	21	7	16	16	16	16	16	5	
com.samyotech.helixhillsexecutor	12	8	12	12	12	12	1	11	11	11	11	11	5	8	8	8	8	8	2	
com.properbuildservices.bks	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.dreamixstudio.DutchRunners	17	10	8	8	9	5	4	10	12	12	14	8	6	8	10	10	12	6	4	
com.gtp.nextlauncher.theme.colorshow	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.PianoTileGames.BTS	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.ip.clearclaim	41	15	32	10	25	10	7	40	40	40	37	35	16	39	39	39	36	34	15	
com.dinosaur.simulator.rampage	35	33	35	35	33	35	19	34	34	34	34	34	34	28	29	29	28	29	26	
com.languagedrops.drops.learn.learning.speak.language.norwegian.words	31	24	31	31	29	31	8	30	30	30	30	30	30	23	23	23	23	23	20	
com.emmanuelcadet.photo_sequence	3	3	2	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	
com.gas.mobile	10	8	10	10	8	10	4	9	9	9	9	9	9	7	7	7	7	7	6	
com.poittmail	13	13	1	1	2	1	1	12	1	1	2	1	1	12	1	1	2	1	1	
com.mobileinventor.allaroundgymnasticsacademy	22	22	22	22	20	22	10	21	21	21	21	21	21	15	15	15	15	15	13	
com.dosgroup.lta.genurauto	14	11	12	12	12	14	7	13	13	13	13	13	13	12	12	12	12	12	12	
cinema.release.dates	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
telescope.binoculars.zoomzoom	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
net.bluumi.Blancabell	30	20	10	30	11	14	5	29	29	29	14	14	9	26	23	26	11	11	3	
eir.lug.ru	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.hgamesart.hurricanehero	10	6	9	9	10	10	8	9	9	9	9	9	9	9	9	9	9	9	9	
com.whimmusic2018.android	12	12	12	12	12	12	12	11	11	11	11	11	11	8	8	8	8	8	8	
com.englishwordlearning.dehu	5	3	5	5	5	5	1	3	4	4	4	4	4	1	2	2	2	2	1	
com.tsg.bs2016	3	3	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	
com.apphitnow.commentforchild	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.trabalho.topicos	10	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	
app.id_077723f25bf8475e8a0eb8a19438f879	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.appsorama.fortunecookie	23	23	21	21	20	21	16	22	22	22	21	21	19	21	21	21	20	20	17	
com.johntibell.chucksmithsermons	20	15	18	18	18	20	13	17	19	19	19	19	16	13	14	14	14	15	12	
com.omegavpn.securevpn	17	17	17	17	17	17	3	16	16	16	16	16	15	10	10	10	10	10	7	
com.yocesaryoradiohaiti.radiokiskeya885fmonlineradioapp.kiskeyafmradio	18	12	18	18	15	13	3	12	17	17	15	14	4	9	14	14	12	11	2	
com.chownow.kokos	26	6	26	26	16	15	6	6	25	25	22	16	13	5	24	24	21	15	12	
com.BurningDaylight.SeaTreasures	5	5	5	5	5	5	5	4	4	4	4	4	4	3	3	3	3	3	3	
com.tapsarena.wordgame	19	9	19	19	19	19	8	13	18	18	18	18	11	12	17	17	17	17	10	
com.sheypoor.mobile	24	11	24	24	16	17	5	23	23	23	18	23	9	11	15	15	11	11	3	
com.vsquare.hsd	10	10	3	3	3	8	2	9	7	7	7	9	6	7	5	5	5	7	4	
com.chrismetal.radio	10	6	10	10	10	1	0	9	9	9	9	4	3	9	9	9	9	4	3	
com.gurutheapp	20	18	20	20	18	20	4	19	19	19	19	19	19	13	14	14	13	14	9	
com.mishree.app.easy.nail.design.free	9	4	9	9	7	5	4	6	8	8	8	5	4	6	8	8	8	5	4	
com.moonlight.tictactoe	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.greenteagames.ponyracing3d	6	6	6	6	6	6	6	5	5	5	5	5	5	4	4	4	4	4	4	
com.OfficialAppsDev.RevivaleTVid	6	6	6	6	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	
