		C2C						A2A						CF2CF						
	Component	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	
com.andromo.dev341420.app411281	6	0	4	5	0	0	8	0	0	0	0	0	1	0	4	5	0	3	8	
com.subsplash.thechurchapp.s_MHQ94H	36	62	0	0	5	6	82	62	0	0	4	5	34	62	0	0	5	6	112	
com.playermusic.musicplayerapp	19	12	0	0	24	15	39	12	0	0	13	14	15	12	0	0	24	17	39	
org.joa.zipperplus7	213	0	0	0	90	64	363	0	0	0	78	64	283	0	0	0	90	71	418	
com.magic.paint.pixel.art.color.by.number	33	67	0	0	2	8	22	67	0	0	2	8	21	67	0	0	2	8	25	
com.radha.swami.ji	14	11	12	12	12	12	16	11	12	12	12	12	13	11	12	12	12	13	16	
com.bottlegames.sniper3d	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.campmobile.android.moot	131	8139	0	0	0	0	509	8139	0	0	0	0	387	8139	0	0	0	0	603	
com.albarakat.scooby_doo_cartoon_video_film_comedy_atfal_rossom_motaharika	5	6	0	0	1	7	8	6	0	0	1	7	8	6	0	0	1	7	8	
com.medicinex.Kidney	6	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	4	
com.laslilas.swstudent	33	230	0	0	1	19	37	230	0	0	1	19	37	230	0	0	1	24	58	
com.sinasoft.quranonline	6	4	7	7	8	9	8	4	7	7	8	9	8	4	7	7	8	9	8	
com.shisha	22	12	0	0	0	0	26	12	0	0	0	0	23	12	0	0	0	0	37	
com.elep.froze.juicubewt	35	78	0	0	8	5	82	78	0	0	7	5	78	78	0	0	8	9	287	
co.shield.zwfea	207	0	0	0	22	0	487	0	0	0	19	0	459	0	0	0	22	0	697	
com.smartek.varadhi.patashalaerp	77	77	0	0	3	40	64	77	0	0	3	40	64	77	0	0	3	88	420	
com.mobileiron.anyware.android	74	880	0	0	26	5	0	880	0	0	25	5	0	880	0	0	26	13	0	
gallery.photomanager.picturegalleryapp.imagegallery	24	49	0	0	0	0	21	49	0	0	0	0	21	49	0	0	0	0	21	
br.com.winker.wl.apice	8	0	0	17	0	0	4	0	0	0	0	0	0	0	0	17	0	0	4	
com.microsoft.mahjong	13	2	0	0	2	1	5	2	0	0	2	1	3	2	0	0	2	1	5	
com.phorest.zaneedwardsalon	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
kenneth.fundmanager	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
nl.firstelement.ibi	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
the.sanmobapps.android.civilcompletegateexam	54	41	9	0	3	0	43	41	8	0	3	0	40	41	9	0	3	0	58	
naveen.dailyfinanceexpenses	29	21	24	25	25	22	27	21	20	21	21	22	21	21	24	25	25	22	27	
com.moviles4getb	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
com.subsplash.thechurchapp.s_J7WCTD	34	44	0	0	2	5	83	44	0	0	1	4	35	44	0	0	2	5	116	
com.evensoftware.fwkimages.funnyjokes	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
com.quickcode.holihdphotoframes.vq4	7	4	18	18	5	9	10	4	18	18	5	9	9	4	18	18	5	10	10	
bestvalleygames.turningvalley	9	0	3	3	1	1	1	0	1	1	1	1	1	0	3	3	1	1	1	
com.asemob.radioapp.Poland	6	0	0	3	0	1	6	0	0	0	0	1	1	0	0	3	0	1	6	
com.neon.headphone.hd.lwp	5	2	4	4	1	3	3	2	3	3	1	3	3	2	4	4	1	5	3	
com.optimal.strategy.trojanhorse	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.win.ceritarakyatindonesia	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
com.sunmediasoft.videogames	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.fbsapp56.Maloom.Number	19	16	0	0	0	16	16	16	0	0	0	16	16	16	0	0	0	16	16	
com.tvneo	25	27	3	3	2	0	29	27	3	3	2	0	29	27	3	3	2	0	29	
cn.com.vau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
appinventor.ai_lusaheva.Traductor	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.allvins.android.FiveDialer	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	4	
eplusmoment.ds.dfd	7	11	10	10	9	9	10	11	10	10	9	9	10	11	10	10	9	9	10	
com.WikiReZon.OdvutPremerGolpo	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.thunder_media_games.dragon.fire.war.arcade.adventure.aim.attack.defend.collect.archer.wizard.free_game	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.netpulse.mobile.creekbridgefitness	150	1580	0	0	29	0	878	1580	0	0	24	0	862	1580	0	0	29	0	1119	
com.a10971762835055b982e08827a.a09553500a	5	2	4	4	0	0	5	2	2	2	0	0	3	2	4	4	0	0	5	
com.medianet.i19	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.yourappland.toyotahonduras	8	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	5	
roche.checkersgame	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.fnlnetwork	8	1	15	0	0	3	5	1	15	0	0	3	4	1	15	0	0	7	6	
com.CVdev.InstantEffectCamera	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	
com.jethrosbbq.app	6	0	4	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	3	
com.survgames.survivalisland	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
com.appreka.mycoop	48	24	0	0	63	67	76	24	0	0	62	67	73	24	0	0	63	78	80	
com.tearn.ks5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.bluecurrant.android	13	0	10	0	6	0	22	0	2	0	6	0	14	0	10	0	6	0	21	
com.andromo.dev601172.app657731	8	17	0	0	0	0	6	17	0	0	0	0	6	17	0	0	0	1	6	
tw.com.hostingservice24.emay_app	15	0	2	2	0	0	1	0	0	0	0	0	0	0	2	2	0	0	1	
dk.amproduction.rebild	21	11	13	0	2	6	20	11	6	0	2	6	12	11	13	0	2	19	39	
com.oef.keybook.mathclass10	23	3	0	0	1	3	6	3	0	0	1	3	4	3	0	0	1	3	6	
com.tratao.xcurrency	17	13	0	0	5	5	16	13	0	0	5	5	6	13	0	0	5	12	38	
com.wsamsungweb_6659603	62	20	0	0	9	2	67	20	0	0	5	2	26	20	0	0	9	5	69	
com.mg.thorfrequencylist	21	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	74	
cn.dreamjet.newplanet.android	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.mercato.order	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	
com.thevitalitygroup.manulife	36	1	0	0	0	0	51	1	0	0	0	0	16	1	0	0	0	0	155	
learnenglish.baby_kids	9	12	0	0	13	13	14	12	0	0	13	13	13	12	0	0	13	13	14	
com.skrsoft.asiacup18	14	13	1	1	1	13	13	13	1	1	1	13	13	13	1	1	1	13	13	
air.ar.com.ilmaregames.bubblerFree	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.zingfit.SpinCity_Massapequa	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	4	
games.wawa	157	236	0	0	8	0	76	236	0	0	7	0	48	236	0	0	8	0	138	
air.Ganaysa.PlayMathGames	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.pablocesar.vork	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.barrydev.jumpingsheepfarm	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.virtualinfocom.buroangla	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.graylabproductions.PandemicSim	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.neoxonika.puzzlesanimals	11	4	12	0	3	4	4	4	12	0	3	4	4	4	12	0	3	4	4	
com.infinum.vzajemna	50	573	0	0	38	40	48	573	0	0	35	40	43	573	0	0	38	44	48	
com.soomigame.idlechess	22	14	0	0	0	0	21	14	0	0	0	0	16	14	0	0	0	0	21	
com.halfapp.wordrefresh	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	6	
com.kitob.rich_child	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	
com.IceSky.bongo_cat_duels	61	79	0	0	7	0	45	79	0	0	3	0	16	79	0	0	7	0	49	
net.HueMonuments.imappark	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.ac.plus	19	14	225	0	0	21	20	14	225	0	0	21	20	14	225	0	0	21	24	
com.pacorubio.girosnecesitanapp	44	156	0	0	9	5	158	156	0	0	4	5	154	156	0	0	9	20	207	
com.misonicon.DogWhistle	7	1	9	0	1	0	7	1	3	0	1	0	3	1	9	0	1	0	11	
com.snailgameusa.kingdomwarriors	7	1	0	0	1	0	8	1	0	0	0	0	1	1	0	0	1	0	10	
com.handydiarywithpassword	10	3	4	4	1	4	4	3	3	3	1	4	4	3	4	4	1	13	4	
com.medicineapp	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
net.peakgames.mobile.canakokey.android	30	11	0	0	0	0	20	11	0	0	0	0	1	11	0	0	0	3	23	
com.superfanu.bryantbulldogrewards	13	1	9	9	4	3	16	1	1	1	1	3	4	1	9	9	4	3	16	
com.pavahainc.rainbowoverlay	9	4	0	8	1	7	8	4	0	8	1	7	8	4	0	8	1	7	8	
com.msusi.vendor	13	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	1	9	
com.doordesignideas.tasukiapp	21	3	16	0	4	7	32	3	5	0	4	7	6	3	16	0	4	8	33	
com.biaolmedomodas.playtienda	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.srishtis.aggregatorapp	27	44	41	42	42	54	55	44	40	41	42	54	54	44	41	42	42	54	55	
com.radiolight.guatemala	13	0	10	0	2	0	6	0	8	0	1	0	4	0	10	0	2	0	7	
com.ventev	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
io.echurch.cgagcasagrande	9	0	5	17	0	1	7	0	0	0	0	0	0	0	5	17	0	1	7	
br.com.app.gpu1893106.gpuc0273d6ac3519f8fb56602461d079fc9	19	0	0	0	1	0	4	0	0	0	1	0	1	0	0	0	1	0	7	
com.worldmanager.sanchurro	5	2	0	0	0	0	2	2	0	0	0	0	2	2	0	0	0	0	1	
com.bmw.remote	29	0	250	0	2	2	119	0	249	0	2	2	118	0	250	0	2	15	115	
com.bugmf48962.freetvbraziltelevisionguide	45	160	0	0	9	5	156	160	0	0	4	5	152	160	0	0	9	20	189	
com.nobexinc.wls_64612593.rc	31	63	85	0	7	0	77	63	66	0	4	0	73	63	85	0	7	0	97	
jgd.shival.chadda.sheroshayari	74	56	0	0	57	59	57	56	0	0	57	59	57	56	0	0	57	103	57	
gameclub.fireballse	13	43	0	0	0	0	25	43	0	0	0	0	15	43	0	0	0	0	25	
com.simulatecalling.from.ryantoysreview	44	102	4	0	1	0	31	102	0	0	0	0	19	102	4	0	1	0	31	
com.shpock.android	83	248	0	0	1	11	252	248	0	0	1	11	241	248	0	0	1	13	346	
com.noelloo.shelfish	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	37	
com.KayTxApps.SlimeBlockRobotsMCPE	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.bromiumdev.dardshayari	15	6	17	0	5	14	27	6	17	0	5	14	10	6	17	0	5	16	27	
com.languagedrops.drops.learn.learning.speak.language.hindi.devanagari.words	31	11	0	0	2	0	25	11	0	0	2	0	12	11	0	0	2	0	37	
com.DiegoDelaVega.VirusSlayer	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
jp.co.heibonsha.app.nara_koyomi	11	1	1	1	4	0	5	1	1	1	2	0	2	1	1	1	4	0	8	
com.ViolinTuner.Think	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	
com.brastelremit	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.hbg.Preschoolkids.seafirstwords	7	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	5	
com.gmidgeleyjja.cltfm	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.app.app1792028d7af6	57	26	0	0	19	30	58	26	0	0	14	30	47	26	0	0	19	31	60	
com.vzcreations.lightignite	19	1	0	0	2	0	9	1	0	0	2	0	3	1	0	0	2	0	15	
com.superherowallpaper.ridhoapp	25	12	0	0	10	15	31	12	0	0	10	15	14	12	0	0	10	23	39	
com.atoz.alberteinsteinquotes	5	1	2	2	4	3	5	1	1	1	1	2	2	1	2	2	4	4	6	
com.awalkthroughguides.walking	21	66	48	0	12	23	133	66	42	0	11	23	128	66	48	0	12	46	72	
com.mb.android	12	1	9	0	7	7	21	1	0	0	1	4	4	1	9	0	7	7	25	
com.gau.go.launcherex.theme.com.LEVEL.ONE	6	2	5	5	4	3	7	2	2	2	2	2	4	2	5	5	4	6	7	
com.kidsfruitlearning	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
cz.anywhere.roxy	17	0	18	0	7	1	16	0	1	0	0	1	3	0	18	0	7	2	72	
com.rjd.sipplanner	13	6	16	16	0	9	8	6	16	16	0	9	8	6	16	16	0	9	14	
com.mobify.timesmusic.bollywood_hit_songs_hit_songs	18	10	25	0	9	20	33	10	14	0	5	15	14	10	25	0	9	22	40	
com.hellohealthy.SonomaHillApartments	7	0	4	4	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	
com.EUROTRADE.magazine.APRIL2012	3	2	6	6	2	2	2	2	6	6	2	2	2	2	6	6	2	2	2	
com.gwings.se40	13	3	15	15	7	9	11	3	5	5	5	5	5	3	15	15	7	9	11	
com.ubik.mobileapp	5	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	4	
com.concapps.statensport	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
jp.komakuro.book3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.hadihashem.DailyPrayerTime	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
lyrebird.moviemaker.garba.navratrimoviemaker	33	195	0	0	2	15	27	195	0	0	1	15	16	195	0	0	2	16	27	
com.zerista.mineentra	36	199	369	0	5	17	229	199	312	0	5	17	199	199	369	0	5	25	528	
ke.co.malezi.chemshabongo	26	10	0	0	2	31	40	10	0	0	2	31	35	10	0	0	2	40	57	
com.stations.radioAlbania	41	81	1	0	2	1	26	81	1	0	1	1	8	81	1	0	2	1	56	
in.androidapplicationdotin.lovercall	2	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	
com.bidatingapp.bisexualdatingsite	3	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	
com.connectsupervistaapp	12	47	0	0	1	1	14	47	0	0	1	1	14	47	0	0	1	1	18	
photoappzone.gif.kissescolletion	7	6	0	0	0	0	5	6	0	0	0	0	5	6	0	0	0	0	5	
lv.HoursOfService	48	11	0	0	1	0	167	11	0	0	1	0	73	11	0	0	1	0	174	
com.subsplash.thechurchapp.gracefellowship	39	45	0	0	2	5	85	45	0	0	2	4	37	45	0	0	2	5	118	
com.hardboxplay.spacer	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
io.apptizer.standalone.pkgBIZ_1nq4dack3a9	46	27	2	0	3	4	121	27	1	0	2	4	83	27	2	0	3	4	137	
com.hb9d07d7bde2.www	17	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	4	
com.smash.superr.bros.world	32	9	0	0	1	0	4	9	0	0	1	0	3	9	0	0	1	0	7	
com.nuance.nmdp	73	395	0	0	91	92	266	395	0	0	90	92	192	395	0	0	91	109	270	
net.lottery.florida	5	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	40	
com.calendar.japan.AOUZGDFXDKDBKRTH	3	2	6	6	2	2	2	2	6	6	2	2	2	2	6	6	2	2	2	
com.TNL.antwork	52	75	4	0	14	11	52	75	2	0	8	10	22	75	4	0	14	17	217	
com.BigBawb.coin	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.wemakestuff.redditinpictures	7	0	1	1	0	0	6	0	1	1	0	0	2	0	1	1	0	0	14	
com.vladivostok.BoliviaJigsawPuzzles	74	159	0	0	2	0	89	159	0	0	1	0	24	159	0	0	2	0	88	
quran.tilawatequran.SheikhNaifalfaisal	19	17	0	0	0	8	35	17	0	0	0	3	8	17	0	0	0	12	36	
com.anipt.lwptyrannosaurusrex	10	2	2	2	2	3	10	2	2	2	2	2	5	2	2	2	2	5	10	
com.vivacash.sadad	37	73	0	0	2	0	79	73	0	0	2	0	73	73	0	0	2	0	460	
pro.huobi	153	0	0	0	26	5	235	0	0	0	26	5	218	0	0	0	26	6	828	
it.annabozzi.christmaswallpapers	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.codelabs.centrocomercialplazaimperial	10	1	1	0	2	0	4	1	1	0	2	0	2	1	1	0	2	0	8	
com.wRadioRapMalien	17	0	7	4	3	1	15	0	2	1	0	1	4	0	7	4	3	5	15	
com.toguna.app	44	27	0	0	22	1	113	27	0	0	21	1	101	27	0	0	22	1	119	
com.XRHealth.VRPortalControl	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.jasonapp.smoothradiolive1022fmukradiosmoothfmapp	18	5	0	0	2	4	23	5	0	0	0	3	9	5	0	0	2	6	28	
com.mangoappst.zebralivewallpaper	32	3	38	0	5	5	21	3	0	0	1	3	3	3	38	0	5	9	22	
com.ekcsoft.japaneseconversations	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.relax.antistressmusic	3	0	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	4	3	
com.lonk.whitneyhoustonsong	5	4	5	5	4	5	4	4	5	5	4	5	4	4	5	5	4	5	4	
com.smaks.cheackapp.apk.pomegranate	9	0	8	8	2	0	8	0	2	2	0	0	2	0	8	8	2	0	8	
com.dlmakerkit	26	15	0	0	15	13	21	15	0	0	15	13	19	15	0	0	15	13	21	
tz.spvAfrica.tdc	7	3	21	21	5	5	6	3	21	21	5	5	6	3	21	21	5	5	6	
com.triactivemedia.rugbyleagueworld	32	43	0	0	1	0	80	43	0	0	1	0	73	43	0	0	1	0	237	
com.sleb.DortmundLiederBvB	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.heptasolutions.tictactoe	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.owustay.followersinsight	28	20	0	0	0	0	16	20	0	0	0	0	7	20	0	0	0	0	29	
kr.smartorder.krcc	13	2	6	6	6	19	27	2	5	5	6	19	26	2	6	6	6	22	27	
com.etop.bvf	12	37	80	0	4	8	24	37	70	0	4	8	15	37	80	0	4	8	24	
com.midnight.femalebodyguide	5	2	4	4	6	4	4	2	4	4	6	4	4	2	4	4	6	4	4	
com.TOP_App	10	11	13	13	11	12	13	11	12	12	11	12	12	11	13	13	11	12	13	
com.publish88.bbmundo	9	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	
com.momequlop.uangkretea	10	0	2	1	0	4	5	0	1	1	0	4	5	0	2	1	0	4	9	
com.ipomo.sfgc	82	0	0	0	11	3	396	0	0	0	1	3	39	0	0	0	11	3	424	
au.com.meetmefreedatingapp.meetmefreedatingappandroid	10	43	50	0	46	49	48	43	46	0	44	48	45	43	50	0	46	49	50	
io.cozy.drive.mobile	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	
com.rb.rocketbook	24	95	0	0	3	9	22	95	0	0	3	9	13	95	0	0	3	10	39	
com.roboxy.leavesanalogclocklivewallpaper	11	8	12	12	11	11	12	8	11	11	10	10	11	8	12	12	11	12	12	
com.suvorov.da_en	3	0	0	0	0	2	4	0	0	0	0	2	4	0	0	0	0	2	4	
com.aarudhra.windenergy	3	0	1	1	0	2	2	0	1	1	0	2	2	0	1	1	0	11	11	
com.gootax.estaxi	53	24	0	0	11	37	84	24	0	0	10	37	54	24	0	0	11	56	136	
com.appmk.book.AOVDMEHCGQBABIJDN	9	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	9	9	
air.jp.co.studio.arcana.RegWoosh	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.zerista.mapic	33	27	118	0	2	4	108	27	118	0	2	4	95	27	118	0	2	10	324	
fun.podcastworld.gtm	27	10	0	0	2	0	11	10	0	0	1	0	4	10	0	0	2	0	21	
com.wedbox.planning	13	2	0	0	2	0	5	2	0	0	2	0	3	2	0	0	2	0	11	
com.vestel.mobileassistant	9	1	0	0	0	4	6	1	0	0	0	4	6	1	0	0	0	4	6	
fr.playsoft.lefigarov3	51	16	0	0	5	2	91	16	0	0	1	0	26	16	0	0	5	13	225	
com.musicplayer.mp3player.media.musicplayer2020	53	37	0	0	1	2	63	37	0	0	0	1	47	37	0	0	1	2	77	
apps.carphotoeditor.walkonfire	17	8	8	0	7	12	12	8	8	0	7	12	12	8	8	0	7	21	12	
com.nafham.education	26	8	15	0	12	15	34	8	10	0	11	15	32	8	15	0	12	60	116	
com.amirasaraf.colonymanager	37	120	0	0	0	0	54	120	0	0	0	0	54	120	0	0	0	0	63	
com.dnd.bee	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	
com.arcadeh.CrazyDentist	14	0	2	2	2	0	5	0	0	0	0	0	0	0	2	2	2	0	5	
com.sanganhurip.pantununtukguruterbaru	22	0	10	0	7	11	23	0	9	0	4	11	8	0	10	0	7	29	38	
dk.saseco.esbjerg_forsyning	9	0	12	13	10	10	21	0	12	13	10	10	21	0	12	13	10	12	22	
com.woonivers.app	17	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	10	
com.nttsolmare.game.android.biref	20	11	23	0	9	5	26	11	21	0	6	5	24	11	23	0	9	8	26	
com.shvagerfm.bestronger	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	
com.phantm.phantmapp	37	21	0	0	3	0	36	21	0	0	2	0	25	21	0	0	3	0	40	
com.cheaptickets	79	0	0	0	4	0	41	0	0	0	4	0	37	0	0	0	4	0	56	
de.auenickelodeon.android	25	17	0	0	1	0	4	17	0	0	1	0	4	17	0	0	1	0	20	
com.wifilink.android	22	19	0	0	0	0	25	19	0	0	0	0	9	19	0	0	0	0	31	
com.samyotech.helixhillsexecutor	12	5	0	0	0	0	17	5	0	0	0	0	15	5	0	0	0	0	35	
com.properbuildservices.bks	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.dreamixstudio.DutchRunners	17	7	7	7	7	12	17	7	6	6	5	12	15	7	7	7	7	18	17	
com.gtp.nextlauncher.theme.colorshow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.PianoTileGames.BTS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
com.ip.clearclaim	41	24	6	27	12	33	37	24	5	25	12	32	35	24	6	27	12	34	48	
com.dinosaur.simulator.rampage	35	1	0	0	2	0	18	1	0	0	2	0	14	1	0	0	2	1	21	
com.languagedrops.drops.learn.learning.speak.language.norwegian.words	31	11	0	0	2	0	25	11	0	0	2	0	12	11	0	0	2	0	37	
com.emmanuelcadet.photo_sequence	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
com.gas.mobile	10	1	0	0	2	0	4	1	0	0	2	0	2	1	0	0	2	0	8	
com.poittmail	13	0	17	17	15	17	18	0	17	17	15	17	18	0	17	17	15	18	18	
com.mobileinventor.allaroundgymnasticsacademy	22	0	0	0	2	0	16	0	0	0	1	0	4	0	0	0	2	0	26	
com.dosgroup.lta.genurauto	14	2	1	1	1	0	6	2	1	1	0	0	5	2	1	1	1	0	14	
cinema.release.dates	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
telescope.binoculars.zoomzoom	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
net.bluumi.Blancabell	30	11	34	0	23	28	38	11	23	0	15	26	15	11	34	0	23	29	38	
eir.lug.ru	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.hgamesart.hurricanehero	10	3	1	1	0	0	2	3	1	1	0	0	2	3	1	1	0	0	2	
com.whimmusic2018.android	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.englishwordlearning.dehu	5	1	0	0	0	0	4	1	0	0	0	0	0	1	0	0	0	1	4	
com.tsg.bs2016	3	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	2	1	
com.apphitnow.commentforchild	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.trabalho.topicos	10	8	39	9	15	15	9	8	39	9	15	15	9	8	39	9	15	15	9	
app.id_077723f25bf8475e8a0eb8a19438f879	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.appsorama.fortunecookie	23	0	1	1	2	1	7	0	0	0	2	1	2	0	1	1	2	1	13	
com.johntibell.chucksmithsermons	20	4	1	1	2	0	7	4	1	1	2	0	6	4	1	1	2	0	14	
com.omegavpn.securevpn	17	0	0	0	0	0	14	0	0	0	0	0	2	0	0	0	0	1	19	
com.yocesaryoradiohaiti.radiokiskeya885fmonlineradioapp.kiskeyafmradio	18	5	0	0	2	4	23	5	0	0	0	3	9	5	0	0	2	6	28	
com.chownow.kokos	26	270	0	0	7	10	30	270	0	0	7	10	25	270	0	0	7	21	64	
com.BurningDaylight.SeaTreasures	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.tapsarena.wordgame	19	27	0	0	0	0	20	27	0	0	0	0	10	27	0	0	0	0	22	
com.sheypoor.mobile	24	59	0	0	9	7	32	59	0	0	9	7	27	59	0	0	9	19	89	
com.vsquare.hsd	10	0	6	6	6	1	7	0	0	0	0	0	0	0	6	6	6	1	7	
com.chrismetal.radio	10	3	0	0	0	27	30	3	0	0	0	27	27	3	0	0	0	28	30	
com.gurutheapp	20	1	0	0	2	0	22	1	0	0	2	0	3	1	0	0	2	0	28	
com.mishree.app.easy.nail.design.free	9	7	0	0	1	3	4	7	0	0	1	3	4	7	0	0	1	3	4	
com.moonlight.tictactoe	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.greenteagames.ponyracing3d	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
com.OfficialAppsDev.RevivaleTVid	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.qdwrysoft.solidcolors_pro	6	5	6	0	0	2	8	5	6	0	0	2	8	5	6	0	0	2	11	
br.com.andbank.privatebank	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.alarm.event.manager	47	47	0	0	5	0	59	47	0	0	2	0	28	47	0	0	5	0	69	
